MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseValue
6.243561663863074,10.071513513092363,4.093645469887248,3.690811976835592,817,1.4814543048399442,40.214712527761904,-119.4036724564354,2.8735540867477947
14.310000289738827,27.553146421539548,3.9758303925759986,4.186725588765489,263,1.2704189978895326,35.540645623550944,-121.76397451676328,1.1350675323469483
11.247915185359671,43.77434595794401,9.250036644168294,2.001871595169996,2412,3.896116755091685,38.55820767327393,-114.66544894750147,0.5035527999194845
9.381218778758512,36.879019434068496,3.996369598796049,3.4994963984279956,2274,4.715231842751541,37.37275673668038,-120.55403404273028,4.145630408354576
3.1842609661941115,40.52149624521104,4.175597809029048,3.2869839325749948,484,2.722143283652148,38.77124263482564,-122.39015568312625,0.894085533438072
3.183923284706837,33.28038496882515,8.07518609934371,4.331321507153085,1883,1.4765626879841927,38.82671152462759,-118.36835611546046,3.3523241843089577
1.8131705703547925,34.92155166137477,5.59791873960432,4.624348241925042,2528,3.0495712829284263,38.28734015059993,-114.56225879655184,4.6157740453183616
13.126466040849092,42.61058692670065,8.213684455641449,1.0486270859095472,1037,2.3953276298345205,34.661013685373085,-123.96169709499678,1.4389336092129397
9.415610164404923,13.23373243410011,2.522929260515082,3.6960796762351706,1030,2.499299697399991,32.39006420762818,-121.61875156746001,3.4937277630660986
10.913016089144637,24.981823218513885,5.9005695493870745,1.207343196478916,1387,3.485322496622829,36.55566781990109,-114.61552359589592,0.8541435951837926
1.2881829201412343,11.83926264916051,2.268908801466261,3.1954346603094237,423,3.8748724530488095,40.90973884690704,-122.28914033142838,3.2168981472692586
14.57873793026792,49.3957323918357,2.501225627642836,2.150530916174713,983,1.4424143954926434,37.69497258518576,-122.86756548360181,1.2376927442894123
12.654196971205904,47.25890764464405,9.251499626755287,2.227106398088565,1149,1.1423609232259055,40.32391041701908,-118.29812784200196,3.811791022318301
3.972747549495866,2.931913757056789,3.1139629689407613,2.4118340138094263,244,4.9773212107428595,41.91624342961228,-115.3815617670517,1.8555408265725868
3.5455495408994087,35.57318345326873,6.259365458201737,3.4851697961984405,2010,1.9309133956622073,33.63616204138276,-119.22890182306074,2.585259539620908
3.5676631379480734,46.33716755336763,5.288764820805652,2.336199862675077,670,1.2153220996338363,38.91777639141982,-114.05435743315475,3.1974374391242977
5.259391401433528,9.848191911239343,4.778746610070741,3.9307962023611216,2281,1.75950131638368,38.742935737000245,-117.20828300462007,1.270730347998078
8.346590042851329,28.829316297078844,9.19866676549818,2.6181095422954788,2900,1.1558313853938569,41.79955447358279,-123.25925092789552,3.837370183779294
7.047230260989621,45.85892658181405,2.174587174203916,1.2734128012398345,1029,2.5672435784686867,41.856007339528006,-114.07167868318025,1.8618815328656655
5.077207962772587,2.663352950704143,7.310317489404713,4.135039369936429,2109,4.209607137805297,38.8667861172413,-119.9210576321981,3.480673369607391
9.565940526113312,35.17359309509516,9.707155473708404,2.143033298370824,2468,2.3649777990308825,34.43614791982194,-121.12597466154517,1.2122737281471814
2.9529140491285855,15.570101361254988,6.4813454676947355,2.7310675183970505,2091,2.776733627513466,39.98555838130599,-118.42120816422114,3.596529466428576
5.090025079493055,46.29541357344999,9.494579696264735,3.741775532887606,2781,3.702347094269755,33.07029134211038,-120.95692408179136,1.0768463276470779
6.129065806111684,48.58185401310302,2.41806303428819,2.329824628594848,891,3.0355762802795208,39.80699304171629,-123.13542492879847,2.4141042332149265
7.384979779038503,47.269057966558265,5.350346552593291,1.2263426245868625,1590,4.445782744085297,41.101961241446965,-123.98571656920824,1.6124273318249456
11.99246345950219,24.236496616215724,4.081262327696409,2.4956841880512544,1131,4.464142700183026,35.82833394768435,-119.50416647079737,3.8676886224268214
3.7954329502170365,43.240089898476356,7.846567719845838,4.777794330777214,1040,1.0396427819646146,38.3063529498308,-115.63136577773408,1.6791575202809355
8.199282137790561,42.38292052821845,9.850376723977973,3.5669375891942328,2138,4.112185225932796,36.301427320968266,-118.27684814369924,4.467727878779283
9.293803964068594,16.635923188919527,4.0522404995539825,3.6859165946688277,1773,2.8429344009666955,36.37765054988128,-114.0079270105656,4.513190951329758
1.6503057780799681,41.61685823338319,7.233396811792596,3.5291286145505594,2829,4.955362165214652,35.1037088910812,-121.13153354352801,1.3839859185025363
9.505627926620138,2.8133741010591384,3.584781062077921,1.7959685558377472,2486,2.9329283035017406,39.621296204503246,-121.19544935239945,3.262306752534759
3.3873377316220816,30.2172240456206,6.522642036572879,2.6733354564091205,2688,4.94758378155319,41.36176564166505,-122.40250539766056,0.8947293877398395
1.9107223017939132,12.27043302709745,5.71145989350669,4.0037591934532735,347,4.018277444822946,41.40750859234461,-122.35936411734664,2.2619169482073316
14.284397521546666,6.907777403086662,9.776042637052296,1.4054915902126366,1232,1.9944195384532253,33.74781284874934,-121.14813403989952,3.7099477827557252
14.518848463043831,4.770706879831248,6.8682181815717325,2.111411104358849,1511,3.1535799171478307,40.74743649656566,-116.07159954726473,3.467404610824623
12.317562873630456,35.11815001802885,4.79605097669455,2.1052764338634145,587,4.968542557914331,39.374314414271225,-114.94243209363552,3.311153012329736
5.26459276842719,17.65387322463524,2.912766279103467,2.728075710378024,2073,4.430122431007694,34.528374006902894,-114.24912830292318,1.7714338864809962
2.367409596089374,36.51357180490931,3.2099746298794765,4.92147496376874,1115,1.3894675751648844,32.672846129215145,-121.67710345903548,2.201112272454809
10.579262371170197,4.202460699148176,3.8025354396098807,1.2700101867352878,2078,3.8254879872399843,34.67997266884378,-115.18702454385908,0.9632576511512878
7.162134912354418,16.44922655369991,4.007733290722384,3.07480397752238,2885,2.382318343483252,41.12208236781525,-120.71744910722663,3.7356026919512044
2.7085352878269036,27.435073326391525,8.804928462729102,1.7174587280488418,477,1.0279290475213925,38.331786748957725,-122.87159455483116,2.767499585560731
7.932476741557783,39.745435077109214,6.489782306260199,4.8827061816389765,2177,2.6139238761079984,39.21054660897872,-115.29975074479835,3.6894453455554457
1.4814392956130575,16.618872643671423,6.1871272909949315,1.4532140189098568,2059,1.9390176868998852,34.57152351109096,-117.63894365356381,1.6202458615859274
13.73048562910295,31.668677445413447,2.9181509749537398,2.614404009446365,2025,4.275477082081887,39.193881555748206,-122.35269103918938,1.959972028857798
4.622919742400237,44.41290966357317,8.88111754679548,3.9515399393384247,2836,2.349322435383062,32.28121506277924,-119.70168742486997,2.003969017670516
10.275311980955747,31.177296220932924,7.78251442566787,3.818217712109781,2033,4.310094775815268,35.75321345773014,-121.12742305122933,0.615840843862473
5.363955065251753,12.415014262928054,2.5413468952000127,2.690914547575729,2896,1.0023917553391812,38.267533485423314,-116.63205431289803,2.034715427737806
8.280952296489351,2.195638296270363,7.662680777838149,2.386096671810873,817,2.2312766001044766,33.460965655413204,-119.46583769375732,4.114870580831151
8.653943910805914,43.63484482114556,6.3483057387411685,2.5904495142114823,1830,1.9646608572310478,40.23003574446935,-114.10720054893615,4.537843230873824
3.5879623773573783,2.04220113166897,2.653802765974226,2.057105052634557,2382,1.934269444274444,34.350312988119185,-123.45255017740405,2.8319824203616735
14.57418478870382,43.86038196152577,5.666405132229252,1.8213317548271992,779,1.2727464790618508,38.522811128184465,-120.44984733863754,2.549757628486491
11.851859527055604,26.91791956733339,5.877570297040376,2.93215879023556,1370,1.748497081642007,36.051971425753294,-119.18099832890023,0.6387107841471662
14.152985181898648,47.01431722713191,3.326196321306206,2.0741350242704293,689,3.2221982795424795,37.96043595477647,-118.9686644525168,4.456419519134222
13.527582905987083,40.1403785529096,9.565585176002259,2.1498466595890005,2725,2.165444291350978,33.07450552628908,-120.84064177614363,0.5585459604164272
9.370599703355191,49.898771416133535,8.799802971845295,3.6270242538982282,1382,2.669579129316592,32.16912799921607,-116.70759750902432,4.7513753609459535
13.906239290323636,18.184878957133797,7.3521786986328665,4.874149326799569,583,2.507467521388754,41.09564427380301,-115.25252926511025,2.701473119096408
2.2388950287268727,38.59222615762522,5.698364488004858,3.4145488022375003,362,4.503619699999579,34.69630008767183,-114.61280698022136,2.0387052210862695
3.7437600738680326,20.694614766852865,5.294124332676068,1.3079178682598651,2688,4.621195996042061,40.19677002780459,-115.94906623200474,4.65898295679197
1.633182044747533,24.513905394891534,7.207787737207633,1.302334455416268,2076,2.97182788662344,41.993503004722,-115.494198026934,0.6097594689954353
5.554624630685701,31.747767697700134,6.363454955255244,4.805692883382264,1412,2.3206238012624176,34.11431257998911,-118.49454699380004,3.116412026910892
6.441482055652748,43.8101785951306,2.498184847055085,2.1891631612293345,2662,1.4272028160094545,34.651707411833556,-115.74111773573185,2.9701963602470194
4.798886444834543,49.22008999076546,6.1000211901626535,1.3682679443299017,1562,4.81361151752838,38.62859787634666,-120.96496090852048,1.4869418054512193
12.60232512812701,38.64539727936139,8.451228937862716,3.3961783486015262,1830,1.2409077796011898,41.65448634600621,-120.01521237890786,2.429993441075948
5.99454657371025,21.470572326199353,5.6739190207756645,3.4945951131610644,1404,2.1906011102731218,41.15814348190744,-120.83086986181456,3.435188026746966
4.933083135623331,21.64649311157644,2.4156526204341473,3.5940192804747526,487,2.1922648046800166,37.02875520065585,-119.32612664552074,3.772090385968674
8.597745164215478,37.14153277785568,8.290225595072265,2.069608111430165,2057,2.2816051445608596,39.95110282526725,-121.14420383761363,0.503225864179609
2.972939149646677,12.700080142646815,3.610910257087795,1.0604427368579001,386,1.657147373089637,33.35745853099901,-114.38388557745553,4.715840435409569
12.230757730556554,6.4132315434383385,4.06896667910431,4.860061477817887,2107,4.132645723694789,41.77438184204012,-120.87155371994332,1.2403641757676558
2.0437090115167917,18.37648572439805,3.317650827458367,2.00357218276441,1361,1.4899914478639569,41.64353234035987,-123.0195546188906,1.5511119540006164
14.816417112407242,15.074710591050005,4.64172051897198,3.70410515221019,329,3.539626636612651,33.63728957879171,-118.73182833949586,1.685630505622317
11.811426770153204,15.519097902343514,8.05401204550908,3.8265194795148383,2441,1.4953841068232698,34.99423124803106,-123.42900921554823,0.670190614484159
3.7820195414784137,12.446779801445587,6.155086876031499,3.4400296683179428,2563,1.2821425503718262,33.00154997506767,-122.89456833691419,1.0537345561564622
1.0773096397304336,3.0625662921817325,3.6390501932057004,2.251629576854593,2087,4.6377180147435055,34.71717598898179,-121.80610610803754,4.938574653248729
12.416459998367678,1.8758228019372767,9.022640625216326,2.084385015056263,343,1.7605150652748227,40.159557894152066,-119.35649750117858,1.9184753181977872
10.89600281386664,49.39839709706555,9.036654839612233,3.3906731308108125,215,4.285000618238817,35.7831560716526,-119.66749067690972,1.018854906525722
11.206100352573822,21.960883553057254,8.964627400368055,4.4643825344467665,2670,3.1785234844285433,32.88396967146758,-116.00308137997209,0.9814606752858049
11.79778485360324,19.8320057108244,3.9103696910523142,4.786934915693582,444,1.3114260784350784,35.422255247789046,-116.60525346115887,3.7375698545148737
2.036625124277265,34.30271685196042,5.609914753447905,1.4236232176150305,1126,4.82179276575227,41.8138333424128,-119.73681706009299,4.345558988146884
6.018520199619816,11.694440505388144,9.879917249127,1.6193144503908794,2376,1.98784466796757,38.296835952592026,-120.6629579242437,1.6562853477881143
2.622166833351816,47.54809801356104,8.176099810479922,4.778945035132319,1106,4.438581381410426,36.16160946406158,-120.83531215938501,0.5940928055085574
13.08344796225831,39.53090570636205,2.2173393698044785,3.9461409133391703,1086,1.6752400231382567,33.6653851349727,-116.26004912705992,1.5039050830041012
9.72617377558581,5.3811391133007165,2.5216367300839364,4.531975299319092,540,4.4157715285674115,41.861767972836944,-123.4792759377873,0.754320608585408
5.632572347937089,21.46145801346149,5.711451014498662,1.8105305365413726,2251,1.052915251621176,40.20849009263129,-123.87178350489394,0.9652772148351868
1.8898169040043309,44.07679707054607,9.273761646892481,3.3503434844376074,1633,3.0471218262779227,34.81477302450919,-116.04455608073351,2.441786539314391
